"word","count","nextWord","phrase"
"a member of the",56,"the","a member of"
"there are so many",56,"many","there are so"
"at the top of",56,"of","at the top"
"thanks for the rt",56,"rt","thanks for the"
"i didn't want to",56,"to","i didn't want"
"i don't know how",55,"how","i don't know"
"to be in the",54,"the","to be in"
"as well as a",54,"a","as well as"
"as part of the",53,"the","as part of"
"a lot of the",53,"the","a lot of"
"what do you think",52,"think","what do you"
"a lot of fun",51,"fun","a lot of"
"end of the day",51,"day","end of the"
"as one of the",51,"the","as one of"
"for the most part",51,"part","for the most"
"turned out to be",50,"be","turned out to"
"a couple of weeks",50,"weeks","a couple of"
"thanks so much for",49,"for","thanks so much"
"looking forward to the",49,"the","looking forward to"
"i don't know why",49,"why","i don't know"
"for a couple of",49,"of","for a couple"
"to do with the",49,"the","to do with"
"i have no idea",48,"idea","i have no"
"from time to time",48,"time","from time to"
"in the form of",48,"of","in the form"
"have a great day",47,"day","have a great"
"a great way to",47,"to","a great way"
"on the other side",47,"side","on the other"
"the best way to",47,"to","the best way"
"we are going to",47,"to","we are going"
"it would be a",47,"a","it would be"
"there are a lot",46,"lot","there are a"
"if you have a",46,"a","if you have"
"those of you who",46,"who","those of you"
"nothing to do with",46,"with","nothing to do"
"the new york times",46,"times","the new york"
"this is one of",46,"of","this is one"
"be one of the",45,"the","be one of"
"have a great weekend",45,"weekend","have a great"
"are a lot of",45,"of","are a lot"
"for those of you",45,"you","for those of"
"of the united states",45,"states","of the united"
"it has been a",45,"a","it has been"
"in the back of",45,"of","in the back"
"the united states and",45,"and","the united states"
"i just wanted to",45,"to","i just wanted"
"a few weeks ago",44,"ago","a few weeks"
"in the block of",44,"of","in the block"
"in the midst of",44,"of","in the midst"
"the name of the",44,"the","the name of"
"what to do with",44,"with","what to do"
"you would like to",44,"to","you would like"
"had a great time",43,"time","had a great"
"i don't have to",43,"to","i don't have"
"you don't want to",43,"to","you don't want"
"one of the few",43,"few","one of the"
"to get rid of",43,"of","to get rid"
"trying to figure out",43,"out","trying to figure"
"as you can see",43,"see","as you can"
"know what to do",42,"do","know what to"
"as soon as i",42,"i","as soon as"
"the other side of",42,"of","the other side"
"find a way to",42,"to","find a way"
"on top of the",42,"the","on top of"
"the first time i",41,"i","the first time"
"and i want to",41,"to","and i want"
"it was a good",41,"good","it was a"
"as far as i",41,"i","as far as"
"take a look at",41,"at","take a look"
"do you want to",41,"to","do you want"
"a lot of time",41,"time","a lot of"
"at the beginning of",41,"of","at the beginning"
"on the way to",40,"to","on the way"
"do you have a",40,"a","do you have"
"are going to be",40,"be","are going to"
"i feel like i",40,"i","i feel like"
"and one of the",40,"the","and one of"
"the fact that i",40,"i","the fact that"
"this is not a",39,"a","this is not"
"to go back to",39,"to","to go back"
"be a part of",39,"of","be a part"
"in addition to the",39,"the","in addition to"
"in one of the",39,"the","in one of"
"and the rest of",39,"of","and the rest"
"the side of the",39,"the","the side of"
"on my way to",38,"to","on my way"
"this is the first",38,"first","this is the"
"in a way that",38,"that","in a way"
"in the first half",38,"half","in the first"
"most of the time",38,"time","most of the"
"to come up with",38,"with","to come up"
"a part of the",38,"the","a part of"
"some of the best",38,"best","some of the"
"he was going to",38,"to","he was going"
"in the process of",38,"of","in the process"
"if you would like",38,"like","if you would"
"hope to see you",37,"you","hope to see"
"i want to do",37,"do","i want to"
"so i decided to",37,"to","so i decided"
"had a lot of",37,"of","had a lot"
"i really want to",37,"to","i really want"
"the rest of my",37,"my","the rest of"
"i don't have a",37,"a","i don't have"
"is one of my",37,"my","is one of"
"the beginning of the",37,"the","the beginning of"
"the front of the",37,"the","the front of"
"to make sure that",37,"that","to make sure"
"and i have to",37,"to","and i have"
"one of the biggest",36,"biggest","one of the"
"hope you have a",36,"a","hope you have"
"it was a great",36,"great","it was a"
"in and out of",36,"of","in and out"
"the start of the",36,"the","the start of"
"not going to be",36,"be","not going to"
"in the case of",36,"of","in the case"
"are you going to",35,"to","are you going"
"for the sake of",35,"of","for the sake"
"at the time of",35,"of","at the time"
"you have to be",35,"be","you have to"
"i'm looking forward to",35,"to","i'm looking forward"
"have to go to",35,"to","have to go"
"i look forward to",35,"to","i look forward"
"to get to the",35,"the","to get to"
"not be able to",35,"to","not be able"
"i have to admit",35,"admit","i have to"
"in the name of",35,"of","in the name"
"i thought it would",35,"would","i thought it"
"a couple of years",35,"years","a couple of"
"thanks for the #ff",34,"#ff","thanks for the"
"i need to get",34,"get","i need to"
"i don't think i",34,"i","i don't think"
"in the first round",34,"round","in the first"
"i thought i would",34,"would","i thought i"
"fell in love with",34,"with","fell in love"
"the first time since",34,"since","the first time"
"on the back of",34,"of","on the back"
"of one of the",34,"the","of one of"
"in new york city",34,"city","in new york"
"to be one of",33,"of","to be one"
"are some of the",33,"the","are some of"
"at a time when",33,"when","at a time"
"at the bottom of",33,"of","at the bottom"
"you can see the",33,"the","you can see"
"is one of those",33,"those","is one of"
"in an effort to",33,"to","in an effort"
"a few years ago",33,"ago","a few years"
"here are a few",33,"few","here are a"
"i am not sure",33,"sure","i am not"
"to take care of",33,"of","to take care"
"at the age of",33,"of","at the age"
"out of the way",33,"way","out of the"
"i think it is",33,"is","i think it"
"once in a while",33,"while","once in a"
"when i was a",33,"a","when i was"
"come up with a",33,"a","come up with"
"this time of year",32,"year","this time of"
"to get back to",32,"to","to get back"
"you have to do",32,"do","you have to"
"i am not a",32,"a","i am not"
"by the time i",32,"i","by the time"
"as part of a",32,"a","as part of"
"the only way to",32,"to","the only way"
"middle of the night",32,"night","middle of the"
"in the way of",32,"of","in the way"
"the size of the",32,"the","the size of"
"a couple of days",32,"days","a couple of"
"to share with you",32,"you","to share with"
"this is going to",31,"to","this is going"
"to be a good",31,"good","to be a"
"in front of me",31,"me","in front of"
"there are a few",31,"few","there are a"
"the end of this",31,"this","the end of"
"that there is a",31,"a","that there is"
"if you don't have",31,"have","if you don't"
"i'm not sure if",31,"if","i'm not sure"
"end of the year",31,"year","end of the"
"in the face of",31,"of","in the face"
"there will be a",31,"a","there will be"
"a lot of things",31,"things","a lot of"
"one of the things",31,"things","one of the"
"the center of the",30,"the","the center of"
"i feel like i'm",30,"i'm","i feel like"
"let me know if",30,"if","let me know"
"i had no idea",30,"idea","i had no"
"it was going to",30,"to","it was going"
"you want to be",30,"be","you want to"
"ass ass ass ass",30,"ass","ass ass ass"
"it was time to",30,"to","it was time"
"a spokesman for the",30,"the","a spokesman for"
"the time of the",30,"the","the time of"
"i'm going to be",30,"be","i'm going to"
"with the help of",30,"of","with the help"
"that awkward moment when",30,"when","that awkward moment"
"it was a very",30,"very","it was a"
"all the way to",30,"to","all the way"
"in the near future",30,"future","in the near"
"what was going on",30,"on","what was going"
"over and over again",30,"again","over and over"
"a look at the",30,"the","a look at"
"and the fact that",30,"that","and the fact"
"to deal with the",30,"the","to deal with"
"a great deal of",30,"of","a great deal"
"to be part of",29,"of","to be part"
"what is going on",29,"on","what is going"
"contributed to this report",29,"report","contributed to this"
"in an attempt to",29,"to","in an attempt"
"i thought i was",29,"was","i thought i"
"should be able to",29,"to","should be able"
"for a few minutes",29,"minutes","for a few"
"looking forward to seeing",29,"seeing","looking forward to"
"to the fact that",29,"that","to the fact"
"be able to get",29,"get","be able to"
"to figure out what",29,"what","to figure out"
"the way to the",29,"the","the way to"
"when i was in",28,"in","when i was"
"the last time i",28,"i","the last time"
"won't be able to",28,"to","won't be able"
"all over the place",28,"place","all over the"
"we were able to",28,"to","we were able"
"you are going to",28,"to","you are going"
"in a long time",28,"time","in a long"
"want to go to",28,"to","want to go"
"i want you to",28,"to","i want you"
"it would have been",28,"been","it would have"
"it's one of the",28,"the","it's one of"
"to be a part",28,"part","to be a"
"other side of the",28,"the","other side of"
"and a lot of",28,"of","and a lot"
"i have to be",28,"be","i have to"
"i was trying to",28,"to","i was trying"
"a few of the",28,"the","a few of"
"i wish i had",28,"had","i wish i"
"to learn more about",28,"about","to learn more"
"the last few years",28,"years","the last few"
"thought it would be",28,"be","thought it would"
"i didn't have to",28,"to","i didn't have"
"on the side of",28,"of","on the side"
"you so much for",27,"for","you so much"
"can't wait to get",27,"get","can't wait to"
"don't know what to",27,"to","don't know what"
"thanks for the mention",27,"mention","thanks for the"
"there's a lot of",27,"of","there's a lot"
"to keep up with",27,"with","to keep up"
"in the long run",27,"run","in the long"
"have to do is",27,"is","have to do"
"if you have any",27,"any","if you have"
"with a lot of",27,"of","with a lot"
"one of the first",27,"first","one of the"
"but it was a",27,"a","but it was"
"in the history of",27,"of","in the history"
"to take advantage of",27,"of","to take advantage"
"in the second half",27,"half","in the second"
"at the very least",27,"least","at the very"
"all over the world",27,"world","all over the"
"if you are a",27,"a","if you are"
"a few days ago",27,"ago","a few days"
"that it would be",27,"be","that it would"
"i think this is",27,"is","i think this"
"don't get me wrong",27,"wrong","don't get me"
"to look at the",27,"the","to look at"
"it is important to",27,"to","it is important"
"did you know that",26,"that","did you know"
"we look forward to",26,"to","we look forward"
"i want to go",26,"go","i want to"
"for a few days",26,"days","for a few"
"makes me want to",26,"to","makes me want"
"it out of the",26,"the","it out of"
"so much for the",26,"the","so much for"
"a friend of mine",26,"mine","a friend of"
"in the next few",26,"few","in the next"
"it was one of",26,"of","it was one"
"a lot of money",26,"money","a lot of"
"the fact that he",26,"he","the fact that"
"but i don't think",26,"think","but i don't"
"to the point where",26,"where","to the point"
"to do the same",26,"same","to do the"
"i went to the",26,"the","i went to"
"there are plenty of",26,"of","there are plenty"
"the end of a",26,"a","the end of"
"of the things i",26,"i","of the things"
"a trip to the",26,"the","a trip to"
"is a lot of",26,"of","is a lot"
"i was in the",26,"the","i was in"
"i was a little",26,"little","i was a"
"my husband and i",26,"i","my husband and"
"despite the fact that",26,"that","despite the fact"
"something to do with",26,"with","something to do"
"hope all is well",25,"well","hope all is"
"would love to see",25,"see","would love to"
"what are you doing",25,"doing","what are you"
"it will be a",25,"a","it will be"
"was supposed to be",25,"be","was supposed to"
"have no idea what",25,"what","have no idea"
"get out of the",25,"the","get out of"
"this is a great",25,"great","this is a"
"as long as the",25,"the","as long as"
"as long as you",25,"you","as long as"
"a little bit more",25,"more","a little bit"
"the number of people",25,"people","the number of"
"in the first quarter",25,"quarter","in the first"
"to one of the",25,"the","to one of"
"from a.m to p.m",25,"p.m","from a.m to"
"a whole lot of",25,"of","a whole lot"
"to find a way",25,"way","to find a"
"i don't have any",25,"any","i don't have"
"would be able to",25,"to","would be able"
"it is time to",25,"to","it is time"
"both sides of the",25,"the","both sides of"
"i have to do",25,"do","i have to"
"going to have a",25,"a","going to have"
"out of the house",25,"house","out of the"
"rest of the day",25,"day","rest of the"
"on the one hand",25,"hand","on the one"
"have a chance to",25,"to","have a chance"
"of some of the",25,"the","of some of"
"a lot of work",25,"work","a lot of"
"had a chance to",25,"to","had a chance"
"i wanted to be",25,"be","i wanted to"
"in the last few",25,"few","in the last"
"for the shout out",24,"out","for the shout"
"is expected to be",24,"be","is expected to"
"the only one who",24,"who","the only one"
"over the course of",24,"of","over the course"
"the u.s department of",24,"of","the u.s department"
"have been able to",24,"to","have been able"
"going to be the",24,"the","going to be"
"the story of the",24,"the","the story of"
"the last couple of",24,"of","the last couple"
"you know what i",24,"i","you know what"
"was a lot of",24,"of","was a lot"
"as a way to",24,"to","as a way"
"we were going to",24,"to","we were going"
"that i have to",24,"to","that i have"
"it is easy to",24,"to","it is easy"
"and i have a",24,"a","and i have"
"there will be no",24,"no","there will be"
"the past two years",24,"years","the past two"
"may or may not",24,"not","may or may"
"is part of the",24,"the","is part of"
"in the end i",24,"i","in the end"
"i came up with",24,"with","i came up"
"that it was a",24,"a","that it was"
"with the rest of",24,"of","with the rest"
"i am trying to",24,"to","i am trying"
"the fact that they",24,"they","the fact that"
"you don't need to",24,"to","you don't need"
"couple of years ago",24,"ago","couple of years"
"at the time i",24,"i","at the time"
"would you like to",23,"to","would you like"
"i think i have",23,"have","i think i"
"what i want to",23,"to","what i want"
"the last day of",23,"of","the last day"
"i hope you all",23,"all","i hope you"
"for a little while",23,"while","for a little"
"the only thing that",23,"that","the only thing"
"if you'd like to",23,"to","if you'd like"
"have to be a",23,"a","have to be"
"i want to see",23,"see","i want to"
"the past few years",23,"years","the past few"
"he said he was",23,"was","he said he"
"the middle of a",23,"a","the middle of"
"the most important thing",23,"thing","the most important"
"the first half of",23,"of","the first half"
"a chance to win",23,"win","a chance to"
"on a regular basis",23,"basis","on a regular"
"but you have to",23,"to","but you have"
"in the wake of",23,"of","in the wake"
"those of us who",23,"who","those of us"
"is that it is",23,"is","is that it"
"i want to make",23,"make","i want to"
"i felt like i",23,"i","i felt like"
"would like to see",23,"see","would like to"
"i wanted to do",23,"do","i wanted to"
"to return to the",23,"the","to return to"
"figure out how to",23,"to","figure out how"
"i don't think it's",23,"it's","i don't think"
"with the exception of",23,"of","with the exception"
"it is one of",23,"of","it is one"
"one of the reasons",23,"reasons","one of the"
"for more than a",23,"a","for more than"
"the same time the",23,"the","the same time"
"so i had to",23,"to","so i had"
"out to be a",23,"a","out to be"
"the rest of us",23,"us","the rest of"
"that i have been",23,"been","that i have"
"the edge of the",23,"the","the edge of"
"some of the most",23,"most","some of the"
"it has to be",23,"be","it has to"
"i have decided to",23,"to","i have decided"
"in the same way",23,"way","in the same"
"when it came to",23,"to","when it came"
"on the edge of",23,"of","on the edge"
"with a bit of",23,"of","with a bit"
"was one of those",23,"those","was one of"
"let me tell you",23,"you","let me tell"
"you need to be",22,"be","you need to"
"thank you for following",22,"following","thank you for"
"you have a great",22,"great","you have a"
"looking forward to it",22,"it","looking forward to"
"swag swag swag swag",22,"swag","swag swag swag"
"so that i can",22,"can","so that i"
"i wish i was",22,"was","i wish i"
"get a chance to",22,"to","get a chance"
"to go to a",22,"a","to go to"
"have a hard time",22,"time","have a hard"
"will be the first",22,"first","will be the"
"i hope you have",22,"have","i hope you"
"i would have to",22,"to","i would have"
"but it is a",22,"a","but it is"
"are going to have",22,"have","are going to"
"the first day of",22,"of","the first day"
"one of the many",22,"many","one of the"
"it was the first",22,"first","it was the"
"have to worry about",22,"about","have to worry"
"the heart of the",22,"the","the heart of"
"in the hands of",22,"of","in the hands"
"a couple of months",22,"months","a couple of"
"the majority of the",22,"the","the majority of"
"the next few days",22,"days","the next few"
"in order to get",22,"get","in order to"
"the other day i",22,"i","the other day"
"i can tell you",22,"you","i can tell"
"there is a lot",22,"lot","there is a"
"the good news is",22,"is","the good news"
"one of the top",22,"top","one of the"
"and i can't wait",22,"wait","and i can't"
"as long as they",22,"they","as long as"
"be able to do",22,"do","be able to"
"and i don't think",22,"think","and i don't"
"to the point of",22,"of","to the point"
"that i need to",22,"to","that i need"
"this is what i",22,"i","this is what"
"it comes to the",22,"the","it comes to"
"and it was a",22,"a","and it was"
"as a matter of",22,"of","as a matter"
"in my life i",21,"i","in my life"
"i need to be",21,"be","i need to"
"all of a sudden",21,"sudden","all of a"
"there is only one",21,"one","there is only"
"to find out what",21,"what","to find out"
"thanks for the shout",21,"shout","thanks for the"
"executive director of the",21,"the","executive director of"
"a wide range of",21,"of","a wide range"
"i am so excited",21,"excited","i am so"
"want it to be",21,"be","want it to"
"have the ability to",21,"to","have the ability"
"just a little bit",21,"bit","just a little"
"that i am not",21,"not","that i am"
"thanks for stopping by",21,"by","thanks for stopping"
"that would be a",21,"a","that would be"
"and i am not",21,"not","and i am"
"a long way to",21,"to","a long way"
"would be a good",21,"good","would be a"
"this is not the",21,"the","this is not"
"and there is a",21,"a","and there is"
"with salt and pepper",21,"pepper","with salt and"
"i have to get",21,"get","i have to"
"to all of you",21,"you","to all of"
"don't want to be",21,"be","don't want to"
"i'm going to have",21,"have","i'm going to"
"do you have any",21,"any","do you have"
"you are looking for",21,"for","you are looking"
"have no idea how",21,"how","have no idea"
"in love with the",21,"the","in love with"
"thank you for your",21,"your","thank you for"
"the back of my",21,"my","the back of"
"they were going to",21,"to","they were going"
"but i am not",21,"not","but i am"
"used to be a",21,"a","used to be"
"the next couple of",21,"of","the next couple"
"for as long as",21,"as","for as long"
"in the heart of",21,"of","in the heart"
"go back to the",21,"the","go back to"
"to check out the",21,"the","to check out"
"had the opportunity to",21,"to","had the opportunity"
"with some of the",21,"the","with some of"
"at the back of",21,"of","at the back"
"with the fact that",21,"that","with the fact"
"and all of the",21,"the","and all of"
"and some of the",21,"the","and some of"
"i know i have",21,"have","i know i"
"is not going to",21,"to","is not going"
"that i wanted to",21,"to","that i wanted"
"there you have it",21,"it","there you have"
"not a fan of",20,"of","not a fan"
"thank you all for",20,"for","thank you all"
"i used to be",20,"be","i used to"
"don't know how to",20,"to","don't know how"
"i have a feeling",20,"feeling","i have a"
"for a lot of",20,"of","for a lot"
"i just had to",20,"to","i just had"
"and i had to",20,"to","and i had"
"i just have to",20,"to","i just have"
"i'm not sure how",20,"how","i'm not sure"
"want to do is",20,"is","want to do"
"up and down the",20,"the","up and down"
"as much as possible",20,"possible","as much as"
"to go out and",20,"and","to go out"
"was the only one",20,"one","was the only"
"it's not going to",20,"to","it's not going"
"we would like to",20,"to","we would like"
"a large number of",20,"of","a large number"
"in the right direction",20,"direction","in the right"
"all the time and",20,"and","all the time"
"that i want to",20,"to","that i want"
"was the first time",20,"time","was the first"
"not the only one",20,"one","not the only"
"i have to go",20,"go","i have to"
"to go to school",20,"school","to go to"
"no matter how much",20,"much","no matter how"
"at the heart of",20,"of","at the heart"
"what it means to",20,"to","what it means"
"in the last years",20,"years","in the last"
"is a good thing",20,"thing","is a good"
"not being able to",20,"to","not being able"
"to say that i",20,"i","to say that"
"to figure out how",20,"how","to figure out"
"at this point in",20,"in","at this point"
"with all of the",20,"the","with all of"
"out of the car",20,"car","out of the"
"in the bottom of",20,"of","in the bottom"
"that i had to",20,"to","that i had"
"for a few years",20,"years","for a few"
"in front of a",20,"a","in front of"
"of the fact that",20,"that","of the fact"
"i really wanted to",20,"to","i really wanted"
"for quite some time",20,"time","for quite some"
"of the most important",20,"important","of the most"
"hard for me to",20,"to","hard for me"
"more often than not",20,"not","more often than"
"to go for a",20,"a","to go for"
"we went to the",20,"the","we went to"
"in the center of",19,"of","in the center"
"it was just a",19,"a","it was just"
"to talk about the",19,"the","to talk about"
"had the pleasure of",19,"of","had the pleasure"
"if you are in",19,"in","if you are"
"to the end of",19,"of","to the end"
"if i want to",19,"to","if i want"
"let me know what",19,"what","let me know"
"i was looking for",19,"for","i was looking"
"what would you do",19,"do","what would you"
"you want to see",19,"see","you want to"
"thank you very much",19,"much","thank you very"
"to see if the",19,"the","to see if"
"right in front of",19,"of","right in front"
"been a while since",19,"since","been a while"
"i'd like to see",19,"see","i'd like to"
"end of the month",19,"month","end of the"
"for all of us",19,"us","for all of"
"do not want to",19,"to","do not want"
"open to the public",19,"public","open to the"
"it's been a while",19,"while","it's been a"
"am looking forward to",19,"to","am looking forward"
"get rid of the",19,"the","get rid of"
"a copy of the",19,"the","a copy of"
"but i have to",19,"to","but i have"
"want to make sure",19,"sure","want to make"
"a lot of good",19,"good","a lot of"
"at the start of",19,"of","at the start"
"that it is a",19,"a","that it is"
"in the context of",19,"of","in the context"
"do i have to",19,"to","do i have"
"i really need to",19,"to","i really need"
"want to be a",19,"a","want to be"
"the size of a",19,"a","the size of"
"this will be the",19,"the","this will be"
"on behalf of the",19,"the","on behalf of"
"a big fan of",19,"of","a big fan"
"for the time being",19,"being","for the time"
"but when it comes",19,"comes","but when it"
"in the living room",19,"room","in the living"
"i wanted to make",19,"make","i wanted to"
"you don't have a",19,"a","you don't have"
"to do with it",19,"it","to do with"
"i had to do",19,"do","i had to"
"at the last minute",19,"minute","at the last"
"two and a half",19,"half","two and a"
"one side of the",19,"the","one side of"
"you are in the",19,"the","you are in"
"but that doesn't mean",19,"mean","but that doesn't"
"and i didn't want",19,"want","and i didn't"
"one of the greatest",19,"greatest","one of the"
"tens of thousands of",19,"of","tens of thousands"
"you just have to",19,"to","you just have"
"in a couple of",19,"of","in a couple"
"side of the road",19,"road","side of the"
"there are lots of",19,"of","there are lots"
"i don't think it",19,"it","i don't think"
"in the past few",19,"few","in the past"
"for most of the",19,"the","for most of"
"for a few months",19,"months","for a few"
"the power of the",19,"the","the power of"
"to say the least",19,"least","to say the"
"and of course the",19,"the","and of course"
"here are some of",19,"of","here are some"
"what is your favorite",18,"favorite","what is your"
"to let go of",18,"of","to let go"
"on a daily basis",18,"basis","on a daily"
"have a great week",18,"week","have a great"
"one of a kind",18,"kind","one of a"
"thank you to all",18,"all","thank you to"
"is supposed to be",18,"be","is supposed to"
"it needs to be",18,"be","it needs to"
"more than a few",18,"few","more than a"
"take the time to",18,"to","take the time"
"i was a kid",18,"kid","i was a"
"over the past few",18,"few","over the past"
"the same amount of",18,"of","the same amount"
"to check it out",18,"out","to check it"
"no matter how many",18,"many","no matter how"
"looking forward to your",18,"your","looking forward to"
"to go to bed",18,"bed","to go to"
"about percent of the",18,"the","about percent of"
"year and a half",18,"half","year and a"
"at the expense of",18,"of","at the expense"
"that some of the",18,"the","that some of"
"this is why i",18,"i","this is why"
"a few months ago",18,"ago","a few months"
"if i wanted to",18,"to","if i wanted"
"i don't even know",18,"know","i don't even"
"said in an interview",18,"interview","said in an"
"nice to meet you",18,"you","nice to meet"
"a way to get",18,"get","a way to"
"the only thing i",18,"i","the only thing"
"i don't feel like",18,"like","i don't feel"
"from one of the",18,"the","from one of"
"and i will be",18,"be","and i will"
"make it to the",18,"the","make it to"
"up in the air",18,"air","up in the"
"but it will be",18,"be","but it will"
"to come to the",18,"the","to come to"
"i can't wait for",18,"for","i can't wait"
"i knew it was",18,"was","i knew it"
"in the mood for",18,"for","in the mood"
"i need to do",18,"do","i need to"
"with a couple of",18,"of","with a couple"
"that you have to",18,"to","that you have"
"to work on the",18,"the","to work on"
"if you are looking",18,"looking","if you are"
"i think it would",18,"would","i think it"
"think it would be",18,"be","think it would"
"for a while and",18,"and","for a while"
"it makes me feel",18,"feel","it makes me"
"and i think that",18,"that","and i think"
"rest of my life",18,"life","rest of my"
"the truth is that",18,"that","the truth is"
"it seems to me",18,"me","it seems to"
"can be used to",18,"to","can be used"
"the part of the",18,"the","the part of"
"be sure to check",18,"check","be sure to"
"the top of my",18,"my","the top of"
"has a lot of",18,"of","has a lot"
"it was time for",18,"for","it was time"
"you need to do",18,"do","you need to"
"now is the time",18,"time","now is the"
"fall in love with",18,"with","fall in love"
"and at the same",18,"same","and at the"
"the fact that it",18,"it","the fact that"
"and i am so",18,"so","and i am"
"the history of the",18,"the","the history of"
"you will have to",18,"to","you will have"
"to be in a",18,"a","to be in"
"it is going to",18,"to","it is going"
"on both sides of",18,"of","on both sides"
"and i wanted to",18,"to","and i wanted"
"in this case the",18,"the","in this case"
"have to do with",18,"with","have to do"
"they are going to",18,"to","they are going"
"i don't think that",18,"that","i don't think"
"so much so that",18,"that","so much so"
"as well as some",18,"some","as well as"
"in a large bowl",18,"bowl","in a large"
"was able to get",18,"get","was able to"
"i'd love to hear",18,"hear","i'd love to"
"in a lot of",18,"of","in a lot"
"couple of weeks ago",18,"ago","couple of weeks"
"that there is no",18,"no","that there is"
"and i have been",18,"been","and i have"
"the head of the",18,"the","the head of"
"i decided to make",18,"make","i decided to"
"and a couple of",18,"of","and a couple"
"for those who are",18,"are","for those who"
"it was great to",17,"to","it was great"
"so much to do",17,"do","so much to"
"just around the corner",17,"corner","just around the"
"i can't believe i",17,"i","i can't believe"
"of the day and",17,"and","of the day"
"we had a great",17,"great","we had a"
"in the fourth quarter",17,"quarter","in the fourth"
"to learn how to",17,"to","to learn how"
"that you need to",17,"to","that you need"
"a good time to",17,"to","a good time"
"on one of the",17,"the","on one of"
"don't have to be",17,"be","don't have to"
"i think it's a",17,"a","i think it's"
"a year old girl",17,"girl","a year old"
"a result of the",17,"the","a result of"
"to one of my",17,"my","to one of"
"to pick up the",17,"the","to pick up"
"to be on the",17,"the","to be on"
"you can get a",17,"a","you can get"
"if you are not",17,"not","if you are"
"don't know why i",17,"i","don't know why"
"it used to be",17,"be","it used to"
"the use of the",17,"the","the use of"
"for more than years",17,"years","for more than"
"martin luther king jr",17,"jr","martin luther king"
"far as i know",17,"know","far as i"
"to be at the",17,"the","to be at"
"is a bit of",17,"of","is a bit"
"you can do it",17,"it","you can do"
"to take over the",17,"the","to take over"
"be a lot of",17,"of","be a lot"
"we have a lot",17,"lot","we have a"
"to years in prison",17,"prison","to years in"
"a wide variety of",17,"of","a wide variety"
"in an interview with",17,"with","in an interview"
"have to wait until",17,"until","have to wait"
"a way to make",17,"make","a way to"
"have to go through",17,"through","have to go"
"you might want to",17,"to","you might want"
"a hell of a",17,"a","a hell of"
"have a good day",17,"day","have a good"
"i know i can",17,"can","i know i"
"but i have a",17,"a","but i have"
"like a lot of",17,"of","like a lot"
"got out of the",17,"the","got out of"
"a man and a",17,"a","a man and"
"in the parking lot",17,"lot","in the parking"
"i think i will",17,"will","i think i"
"know what i mean",17,"mean","know what i"
"in the morning and",17,"and","in the morning"
"it's been a long",17,"long","it's been a"
"i can't help but",17,"but","i can't help"
"if there is a",17,"a","if there is"
"doesn't have to be",17,"be","doesn't have to"
"tells the story of",17,"of","tells the story"
"to go back and",17,"and","to go back"
"does not have to",17,"to","does not have"
"in the city of",17,"of","in the city"
"just in time for",17,"for","just in time"
"have to say that",17,"that","have to say"
"he said it was",17,"was","he said it"
"there is so much",17,"much","there is so"
"i don't think the",17,"the","i don't think"
"thanks to everyone who",17,"who","thanks to everyone"
"i think i can",17,"can","i think i"
"a big part of",17,"of","a big part"
"the benefit of the",17,"the","the benefit of"
"a long time and",17,"and","a long time"
